"지역별(1)","지역별(2)","지역별(3)",상품군별(1),상품군별(2),판매유형별(1),2014.1/4,2019.4/4,2024.2/4 p),2019,2020,2021,2022,2023
"유럽","유럽연합+영국","영국",기 타,소계,면세점,-,-,0,-,-,-,-,0
"유럽","유럽연합+영국","영국",기 타,소계,면세점 이외,-,-,147,-,-,-,-,256
"유럽","기타 유럽","소계",합계,소계,계,-,-,825,-,-,-,-,2983
"유럽","기타 유럽","소계",합계,소계,면세점,-,-,5,-,-,-,-,399
"유럽","기타 유럽","소계",합계,소계,면세점 이외,-,-,820,-,-,-,-,2584
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,계,-,-,308,-,-,-,-,163
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,308,-,-,-,-,163
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,계,-,-,1,-,-,-,-,30
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,면세점,-,-,0,-,-,-,-,7
"유럽","기타 유럽","소계",가전·전자·통신기기,소계,면세점 이외,-,-,1,-,-,-,-,23
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,계,-,-,1,-,-,-,-,30
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,면세점,-,-,0,-,-,-,-,7
"유럽","기타 유럽","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,1,-,-,-,-,23
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,계,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",소프트웨어,소계,계,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",소프트웨어,소계,면세점 이외,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",서 적,소계,계,-,-,5,-,-,-,-,75
"유럽","기타 유럽","소계",서 적,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",서 적,소계,면세점 이외,-,-,5,-,-,-,-,75
"유럽","기타 유럽","소계",사무·문구,소계,계,-,-,39,-,-,-,-,14
"유럽","기타 유럽","소계",사무·문구,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",사무·문구,소계,면세점 이외,-,-,39,-,-,-,-,14
"유럽","기타 유럽","소계",음반·비디오·악기,소계,계,-,-,169,-,-,-,-,944
"유럽","기타 유럽","소계",음반·비디오·악기,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",음반·비디오·악기,소계,면세점 이외,-,-,169,-,-,-,-,944
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,계,-,-,36,-,-,-,-,605
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,면세점,-,-,2,-,-,-,-,91
"유럽","기타 유럽","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,34,-,-,-,-,514
"유럽","기타 유럽","소계",스포츠·레저용품,소계,계,-,-,13,-,-,-,-,126
"유럽","기타 유럽","소계",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",스포츠·레저용품,소계,면세점 이외,-,-,13,-,-,-,-,126
"유럽","기타 유럽","소계",화장품,소계,계,-,-,149,-,-,-,-,813
"유럽","기타 유럽","소계",화장품,소계,면세점,-,-,3,-,-,-,-,276
"유럽","기타 유럽","소계",화장품,소계,면세점 이외,-,-,146,-,-,-,-,537
"유럽","기타 유럽","소계",아동·유아용품,소계,계,-,-,62,-,-,-,-,113
"유럽","기타 유럽","소계",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",아동·유아용품,소계,면세점 이외,-,-,62,-,-,-,-,113
"유럽","기타 유럽","소계",음·식료품,소계,계,-,-,2,-,-,-,-,25
"유럽","기타 유럽","소계",음·식료품,소계,면세점,-,-,0,-,-,-,-,25
"유럽","기타 유럽","소계",음·식료품,소계,면세점 이외,-,-,2,-,-,-,-,0
"유럽","기타 유럽","소계",농축수산물,소계,계,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",농축수산물,소계,면세점 이외,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",생활·자동차용품,소계,계,-,-,5,-,-,-,-,28
"유럽","기타 유럽","소계",생활·자동차용품,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",생활·자동차용품,소계,면세점 이외,-,-,5,-,-,-,-,28
"유럽","기타 유럽","소계",기 타,소계,계,-,-,36,-,-,-,-,47
"유럽","기타 유럽","소계",기 타,소계,면세점,-,-,0,-,-,-,-,0
"유럽","기타 유럽","소계",기 타,소계,면세점 이외,-,-,36,-,-,-,-,47
"대양주","소계","소계",합계,소계,계,4419,3280,2008,13272,16271,15618,8194,7715
"대양주","소계","소계",합계,소계,면세점,-,30,21,81,16,6,22,54
"대양주","소계","소계",합계,소계,면세점 이외,-,3250,1987,13191,16255,15612,8172,7661
"대양주","소계","소계",컴퓨터 및 주변기기,소계,계,470,56,35,254,318,270,137,203
"대양주","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,56,35,254,318,270,137,203
"대양주","소계","소계",가전·전자·통신기기,소계,계,838,302,14,2342,3834,3001,101,125
"대양주","소계","소계",가전·전자·통신기기,소계,면세점,-,6,1,14,9,0,1,1
"대양주","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,296,13,2328,3825,3001,100,124
"대양주","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,14,-,-,-,-,116
"대양주","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,1,-,-,-,-,1
"대양주","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,13,-,-,-,-,115
"대양주","소계","소계",가전·전자·통신기기,통신기기,계,-,-,0,-,-,-,-,9
"대양주","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,0
"대양주","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,0,-,-,-,-,9
"대양주","소계","소계",소프트웨어,소계,계,20,4,0,20,20,20,0,9
"대양주","소계","소계",소프트웨어,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",소프트웨어,소계,면세점 이외,-,4,0,20,20,20,0,9
"대양주","소계","소계",서 적,소계,계,18,81,103,272,367,451,380,528
"대양주","소계","소계",서 적,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",서 적,소계,면세점 이외,-,81,103,272,367,451,380,528
"대양주","소계","소계",사무·문구,소계,계,4,11,38,25,21,63,58,53
"대양주","소계","소계",사무·문구,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",사무·문구,소계,면세점 이외,-,11,38,25,21,63,58,53
"대양주","소계","소계",음반·비디오·악기,소계,계,140,387,507,1540,1800,2081,1007,2827
"대양주","소계","소계",음반·비디오·악기,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",음반·비디오·악기,소계,면세점 이외,-,387,507,1540,1800,2081,1007,2827
"대양주","소계","소계",의류 및 패션 관련 상품,소계,계,837,651,974,2489,3749,4766,4896,3125
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,12,1,29,3,6,5,10
"대양주","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,639,973,2460,3746,4760,4891,3115
"대양주","소계","소계",스포츠·레저용품,소계,계,181,79,3,475,690,1041,430,208
"대양주","소계","소계",스포츠·레저용품,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",스포츠·레저용품,소계,면세점 이외,-,79,3,475,690,1041,430,208
"대양주","소계","소계",화장품,소계,계,636,1094,198,3386,2462,1626,324,223
"대양주","소계","소계",화장품,소계,면세점,-,10,11,29,3,0,4,19
"대양주","소계","소계",화장품,소계,면세점 이외,-,1084,187,3357,2459,1626,320,204
"대양주","소계","소계",아동·유아용품,소계,계,193,144,5,481,484,368,81,58
"대양주","소계","소계",아동·유아용품,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",아동·유아용품,소계,면세점 이외,-,144,5,481,484,368,81,58
"대양주","소계","소계",음·식료품,소계,계,257,19,16,88,404,33,34,62
"대양주","소계","소계",음·식료품,소계,면세점,-,2,8,9,1,0,12,24
"대양주","소계","소계",음·식료품,소계,면세점 이외,-,17,8,79,403,33,22,38
"대양주","소계","소계",농축수산물,소계,계,100,0,0,1,1,1,0,0
"대양주","소계","소계",농축수산물,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",농축수산물,소계,면세점 이외,-,0,0,1,1,1,0,0
"대양주","소계","소계",생활·자동차용품,소계,계,528,310,54,1226,1198,974,103,69
"대양주","소계","소계",생활·자동차용품,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",생활·자동차용품,소계,면세점 이외,-,310,54,1226,1198,974,103,69
"대양주","소계","소계",기 타,소계,계,197,142,61,673,923,921,641,225
"대양주","소계","소계",기 타,소계,면세점,-,0,0,0,0,0,0,0
"대양주","소계","소계",기 타,소계,면세점 이외,-,142,61,673,923,921,641,225
"중남미","소계","소계",합계,소계,계,2468,3747,1504,12981,12563,8422,5029,7911
"중남미","소계","소계",합계,소계,면세점,-,0,1,0,0,0,1,3
"중남미","소계","소계",합계,소계,면세점 이외,-,3747,1503,12981,12563,8422,5028,7908
"중남미","소계","소계",컴퓨터 및 주변기기,소계,계,94,61,104,234,362,354,145,469
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,61,104,234,362,354,145,469
"중남미","소계","소계",가전·전자·통신기기,소계,계,382,299,17,979,912,569,122,131
"중남미","소계","소계",가전·전자·통신기기,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,299,17,979,912,569,122,131
"중남미","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,15,-,-,-,-,69
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,0,-,-,-,-,0
"중남미","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,15,-,-,-,-,69
"중남미","소계","소계",가전·전자·통신기기,통신기기,계,-,-,2,-,-,-,-,62
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,0
"중남미","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,2,-,-,-,-,62
"중남미","소계","소계",소프트웨어,소계,계,12,4,0,17,15,10,0,0
"중남미","소계","소계",소프트웨어,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",소프트웨어,소계,면세점 이외,-,4,0,17,15,10,0,0
"중남미","소계","소계",서 적,소계,계,16,206,47,646,188,365,425,313
"중남미","소계","소계",서 적,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",서 적,소계,면세점 이외,-,206,47,646,188,365,425,313
"중남미","소계","소계",사무·문구,소계,계,1,0,137,0,3,25,22,128
"중남미","소계","소계",사무·문구,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",사무·문구,소계,면세점 이외,-,0,137,0,3,25,22,128
"중남미","소계","소계",음반·비디오·악기,소계,계,599,1204,994,4885,6421,4058,3637,6255
"중남미","소계","소계",음반·비디오·악기,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",음반·비디오·악기,소계,면세점 이외,-,1204,994,4885,6421,4058,3637,6255
"중남미","소계","소계",의류 및 패션 관련 상품,소계,계,271,124,20,544,614,650,210,110
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,124,20,544,614,650,210,110
"중남미","소계","소계",스포츠·레저용품,소계,계,74,63,1,304,183,120,2,12
"중남미","소계","소계",스포츠·레저용품,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",스포츠·레저용품,소계,면세점 이외,-,63,1,304,183,120,2,12
"중남미","소계","소계",화장품,소계,계,463,638,33,2423,954,503,264,113
"중남미","소계","소계",화장품,소계,면세점,-,0,0,0,0,0,0,2
"중남미","소계","소계",화장품,소계,면세점 이외,-,638,33,2423,954,503,264,111
"중남미","소계","소계",아동·유아용품,소계,계,85,85,5,265,151,154,23,69
"중남미","소계","소계",아동·유아용품,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",아동·유아용품,소계,면세점 이외,-,85,5,265,151,154,23,69
"중남미","소계","소계",음·식료품,소계,계,1,0,1,0,774,4,9,3
"중남미","소계","소계",음·식료품,소계,면세점,-,0,1,0,0,0,1,1
"중남미","소계","소계",음·식료품,소계,면세점 이외,-,0,0,0,774,4,8,2
"중남미","소계","소계",농축수산물,소계,계,4,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",농축수산물,소계,면세점 이외,-,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,계,362,916,51,2140,1361,1068,43,97
"중남미","소계","소계",생활·자동차용품,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",생활·자동차용품,소계,면세점 이외,-,916,51,2140,1361,1068,43,97
"중남미","소계","소계",기 타,소계,계,104,147,94,544,625,542,124,211
"중남미","소계","소계",기 타,소계,면세점,-,0,0,0,0,0,0,0
"중남미","소계","소계",기 타,소계,면세점 이외,-,147,94,544,625,542,124,211
"아프리카","소계","소계",합계,소계,계,-,-,178,-,-,-,-,367
"아프리카","소계","소계",합계,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",합계,소계,면세점 이외,-,-,178,-,-,-,-,367
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,계,-,-,28,-,-,-,-,69
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,-,28,-,-,-,-,69
"아프리카","소계","소계",가전·전자·통신기기,소계,계,-,-,5,-,-,-,-,49
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,-,5,-,-,-,-,49
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,1,-,-,-,-,3
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,1,-,-,-,-,3
"아프리카","소계","소계",가전·전자·통신기기,통신기기,계,-,-,4,-,-,-,-,46
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,4,-,-,-,-,46
"아프리카","소계","소계",소프트웨어,소계,계,-,-,0,-,-,-,-,0
"아프리카","소계","소계",소프트웨어,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",소프트웨어,소계,면세점 이외,-,-,0,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,계,-,-,0,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",서 적,소계,면세점 이외,-,-,0,-,-,-,-,0
"아프리카","소계","소계",사무·문구,소계,계,-,-,1,-,-,-,-,1
"아프리카","소계","소계",사무·문구,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",사무·문구,소계,면세점 이외,-,-,1,-,-,-,-,1
"아프리카","소계","소계",음반·비디오·악기,소계,계,-,-,16,-,-,-,-,87
"아프리카","소계","소계",음반·비디오·악기,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",음반·비디오·악기,소계,면세점 이외,-,-,16,-,-,-,-,87
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,계,-,-,0,-,-,-,-,3
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,-,0,-,-,-,-,3
"아프리카","소계","소계",스포츠·레저용품,소계,계,-,-,0,-,-,-,-,4
"아프리카","소계","소계",스포츠·레저용품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",스포츠·레저용품,소계,면세점 이외,-,-,0,-,-,-,-,4
"아프리카","소계","소계",화장품,소계,계,-,-,125,-,-,-,-,152
"아프리카","소계","소계",화장품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",화장품,소계,면세점 이외,-,-,125,-,-,-,-,152
"아프리카","소계","소계",아동·유아용품,소계,계,-,-,0,-,-,-,-,0
"아프리카","소계","소계",아동·유아용품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",아동·유아용품,소계,면세점 이외,-,-,0,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,계,-,-,0,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",음·식료품,소계,면세점 이외,-,-,0,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,계,-,-,0,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",농축수산물,소계,면세점 이외,-,-,0,-,-,-,-,0
"아프리카","소계","소계",생활·자동차용품,소계,계,-,-,2,-,-,-,-,1
"아프리카","소계","소계",생활·자동차용품,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",생활·자동차용품,소계,면세점 이외,-,-,2,-,-,-,-,1
"아프리카","소계","소계",기 타,소계,계,-,-,1,-,-,-,-,1
"아프리카","소계","소계",기 타,소계,면세점,-,-,0,-,-,-,-,0
"아프리카","소계","소계",기 타,소계,면세점 이외,-,-,1,-,-,-,-,1
"기타","소계","소계",합계,소계,계,18842,25657,-,120505,84192,77303,31332,-
"기타","소계","소계",합계,소계,면세점,-,13820,-,79555,39754,19188,4403,-
"기타","소계","소계",합계,소계,면세점 이외,-,11837,-,40950,44438,58115,26929,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,계,1010,1385,-,5051,5766,6251,4590,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점,-,0,-,0,113,0,0,-
"기타","소계","소계",컴퓨터 및 주변기기,소계,면세점 이외,-,1385,-,5051,5653,6251,4590,-
"기타","소계","소계",가전·전자·통신기기,소계,계,2484,1325,-,3684,3838,949,489,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점,-,856,-,2059,2122,10,1,-
"기타","소계","소계",가전·전자·통신기기,소계,면세점 이외,-,469,-,1625,1716,939,488,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,계,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,가전·전자,면세점 이외,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,계,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점,-,-,-,-,-,-,-,-
"기타","소계","소계",가전·전자·통신기기,통신기기,면세점 이외,-,-,-,-,-,-,-,-
"기타","소계","소계",소프트웨어,소계,계,71,11,-,29,21,17,0,-
"기타","소계","소계",소프트웨어,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",소프트웨어,소계,면세점 이외,-,11,-,29,21,17,0,-
"기타","소계","소계",서 적,소계,계,146,1218,-,4584,4563,6593,1124,-
"기타","소계","소계",서 적,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",서 적,소계,면세점 이외,-,1218,-,4584,4563,6593,1124,-
"기타","소계","소계",사무·문구,소계,계,14,22,-,95,187,150,133,-
"기타","소계","소계",사무·문구,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",사무·문구,소계,면세점 이외,-,22,-,95,187,150,133,-
"기타","소계","소계",음반·비디오·악기,소계,계,769,336,-,1259,1410,19614,3726,-
"기타","소계","소계",음반·비디오·악기,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",음반·비디오·악기,소계,면세점 이외,-,336,-,1259,1410,19614,3726,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,계,3031,1774,-,6475,7807,8464,5683,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점,-,302,-,1104,1306,155,444,-
"기타","소계","소계",의류 및 패션 관련 상품,소계,면세점 이외,-,1472,-,5371,6501,8309,5239,-
"기타","소계","소계",스포츠·레저용품,소계,계,368,132,-,522,755,756,508,-
"기타","소계","소계",스포츠·레저용품,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",스포츠·레저용품,소계,면세점 이외,-,132,-,522,755,756,508,-
"기타","소계","소계",화장품,소계,계,6141,17315,-,92186,51710,24394,7201,-
"기타","소계","소계",화장품,소계,면세점,-,12513,-,76018,36138,18984,3897,-
"기타","소계","소계",화장품,소계,면세점 이외,-,4802,-,16168,15572,5410,3304,-
"기타","소계","소계",아동·유아용품,소계,계,582,193,-,703,1648,3415,3283,-
"기타","소계","소계",아동·유아용품,소계,면세점,-,6,-,14,2,0,1,-
"기타","소계","소계",아동·유아용품,소계,면세점 이외,-,187,-,689,1646,3415,3282,-
"기타","소계","소계",음·식료품,소계,계,1216,319,-,1160,1669,297,250,-
"기타","소계","소계",음·식료품,소계,면세점,-,142,-,358,73,39,60,-
"기타","소계","소계",음·식료품,소계,면세점 이외,-,177,-,802,1596,258,190,-
"기타","소계","소계",농축수산물,소계,계,980,2,-,2,9,1,10,-
"기타","소계","소계",농축수산물,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",농축수산물,소계,면세점 이외,-,2,-,2,9,1,10,-
"기타","소계","소계",생활·자동차용품,소계,계,1265,531,-,1792,1464,2131,610,-
"기타","소계","소계",생활·자동차용품,소계,면세점,-,0,-,0,0,0,0,-
"기타","소계","소계",생활·자동차용품,소계,면세점 이외,-,531,-,1792,1464,2131,610,-
"기타","소계","소계",기 타,소계,계,765,1094,-,2963,3345,4267,3726,-
"기타","소계","소계",기 타,소계,면세점,-,1,-,2,0,0,0,-
"기타","소계","소계",기 타,소계,면세점 이외,-,1093,-,2961,3345,4267,3726,-
